Timestamp,error1_c1,count,tem1_m,tem2_m,tem3_m,tem4_m,tem5_m,tem6_m,tem7_m,A1_e_rate,A2_e_rate,A3_e_rate,A4_e_rate,A5_e_rate,A6_e_rate,A7_e_rate,A1_Rms,A2_Rms,A3_Rms,A4_Rms,A5_Rms,A6_Rms,A7_Rms,A1_E,A2_E,A3_E,A4_E,A5_E,A6_E,A7_E,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Curr_A1_max,Curr_A2_max,Curr_A3_max,Curr_A4_max,Curr_A5_max,Curr_A6_max,Curr_A7_max,Curr_A1_min,Curr_A2_min,Curr_A3_min,Curr_A4_min,Curr_A5_min,Curr_A6_min,Curr_A7_min,reference
2025-07-31,0,8969,46.03177611773888,53.82328018731185,47.810904225666185,41.45791058088973,46.24328241721485,43.72940127104471,56.517448990968894,0.0055747574980488344,0.012041476195785484,0.0020069126992975804,0.002898873898985394,0.003010369048946371,0.012710447095551344,0.016278291894302598,0.3156239942156083,0.23192298519361895,0.13266348338706704,0.08127366078521607,0.08555987047169568,0.19721623569291116,0.6601386118823072,0.14606741573033707,0.16853932584269662,0.0,0.011235955056179775,0.02247191011235955,0.07865168539325842,0.10112359550561797,0.4421188153758662,0.6472036590015294,0.0525420791490653,0.11107908362436573,0.12053226875705615,0.3680531136968146,0.3634631796115402,50.4914474,70.497757,52.6496773,25.3131962,43.6958275,38.5601387,80.4730148,-52.1995239,-63.1547165,-24.3466187,-19.2533646,-28.3831692,-23.8940849,-84.603508,250410-250516
2025-08-01,0,9707,47.510971463892034,56.31533944576079,49.2277737715051,42.37035129288142,47.357680024724424,44.94179458123004,58.788915215823636,0.0071082723807561555,0.01576182136602452,0.00133923972391058,0.005150922015040692,0.002060368806016277,0.013289378798804987,0.011229009992788709,0.1704039736523151,0.31364190076247755,0.10431954111266674,0.0874068493513941,0.10873047367855079,0.16725741885029652,0.16435795651092125,0.14606741573033707,0.20224719101123595,0.011235955056179775,0.0449438202247191,0.0,0.07865168539325842,0.10112359550561797,0.5419926952495818,0.7808019141552863,0.10770107668573252,0.1795439654912007,0.059634961677407713,0.33186092174676823,0.4304612343551369,50.6664467,70.334671,52.4327049,25.4591141,42.7344971,38.6192665,80.6580353,-52.0745926,-63.1494713,-25.5964451,-18.9739304,-27.8281116,-23.7300491,-82.192543,250410-250516
2025-08-03,0,556,37.54496402877698,40.606115107913666,39.03597122302158,36.406474820143885,39.485611510791365,36.16187050359712,40.80755395683453,0.00539568345323741,0.023381294964028777,0.0035971223021582736,0.0017985611510791368,0.0,0.01079136690647482,0.007194244604316547,0.08216577705566662,0.2606404168574177,0.11063907082150065,0.043983893409894774,0.028406151583991776,0.08739751659750722,0.06729624313604797,0.0,0.25,0.0,0.0,0.0,0.0625,0.0625,0.17294179054955403,0.7162261762025812,0.10425599029509403,0.06295163712160114,0.09857200530619831,0.2288505123826102,0.14358117518387178,45.3810234,68.0195541,42.9843674,20.7096691,40.8356743,34.3886375,77.3773,-46.087719,-61.1371574,-20.6734276,-19.4288464,-13.4357738,-23.9341412,-77.7749863,250410-250516
2025-08-04,0,5134,47.867354888975456,56.483054148811846,50.21308920919361,43.42306194000779,48.2843786521231,45.55336969224776,59.47915855083755,0.007401636151149201,0.015582391897156213,0.001753019088430074,0.004090377873003506,0.001753019088430074,0.013634592910011687,0.012855473315153876,0.167661877162986,0.2245702303669586,0.10304392291830372,0.05822376363135762,0.049365736916914225,0.178624730979923,0.16546463476094464,0.10465116279069768,0.23255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.09302325581395349,0.11627906976744186,0.7749396075445034,0.874520582115181,0.11631802371647955,0.1727613206887902,0.0843256578279772,0.40495172731086915,0.34203250655856515,50.044632,70.1024475,53.0321121,25.2731419,43.7864304,38.5362968,82.6183701,-52.3959885,-62.7460556,-24.7505112,-18.814661,-28.2219925,-24.4758434,-83.5739822,250410-250516
2025-08-05,0,8919,47.135329072766005,55.546698060320665,49.165265164256084,42.476622939791454,47.33759390066151,44.64368202713309,58.358448256531,0.007063572149344097,0.014351384684381657,0.002130283664087902,0.003251485592555219,0.0030272452068617556,0.014687745262921853,0.012221101020293754,0.15356477087742032,0.2634548018355059,0.0832099468295636,0.08739127092010283,0.0959526087364674,0.1607315956046691,0.1940614447407065,0.11235955056179775,0.19101123595505617,0.02247191011235955,0.0,0.0,0.06741573033707865,0.0898876404494382,0.6266751251599585,0.7686811428572196,0.11173928937533868,0.09828593199692105,0.08724320531279559,0.28559428892244204,0.2998010612898003,50.1214104,69.8816681,52.866642,25.5859547,43.2456818,39.5577087,80.0409927,-52.3921738,-63.3435478,-23.8955154,-19.1417809,-28.6740475,-23.6299095,-84.5143356,250410-250516
2025-08-06,0,9497,47.51784774139202,55.668737496051385,49.13814888912288,42.75708118353164,47.4721490997157,44.891860587553964,58.06412551331999,0.004738338422659787,0.005580709697799305,0.001895335369063915,0.001895335369063915,0.002948299462988312,0.004001263556912709,0.0076866378856481,0.16675216723892577,0.3216836640334059,0.10652389646610257,0.1341604405258345,0.12116251291841826,0.08992354140649825,0.14045233878648397,0.07865168539325842,0.056179775280898875,0.0,0.0,0.011235955056179775,0.02247191011235955,0.0,0.3192165901807898,0.23111222203738913,0.06343931077027454,0.054346185453672424,0.12160314814563654,0.32463526812403265,0.04444306651164086,50.3493423,70.9831924,52.7669792,25.4486237,44.0019684,38.5086365,81.2302551,-52.2896538,-62.7637,-26.229229,-18.9281521,-28.6616478,-23.5364475,-84.3464813,250410-250516
2025-08-07,0,5439,47.186615186615185,55.50303364589079,48.55046883618312,42.25887111601397,46.99779371207943,44.4561500275786,57.82515168229454,0.0053318624747196175,0.005515719801434087,0.001654715940430226,0.0020224305938591654,0.003309431880860452,0.006067291781577496,0.007354293068578783,0.11417402277388829,0.14407902730444797,0.078679273791874,0.07667607826664782,0.1294061013357132,0.08898698275782689,0.12159384122719194,0.09411764705882353,0.058823529411764705,0.023529411764705882,0.011764705882352941,0.0,0.08235294117647059,0.0,0.5775937937367294,0.41909087312982546,0.2633233998310981,0.11178234602988868,0.05100670505705671,0.25909425537987957,0.05997698786648723,49.9011,70.5301819,51.5176315,25.8491783,43.6948738,38.7747192,79.6628494,-52.6153374,-62.4842644,-25.9354897,-18.9977722,-28.8304539,-23.8235111,-82.5392151,250410-250516
2025-08-08,0,9086,46.53158705701079,55.74763372220999,48.446621175434736,40.947391591459386,46.2557781201849,43.97468633061853,58.47226502311248,0.005943209333039842,0.00572309046885318,0.002421307506053269,0.001100594320933304,0.00275148580233326,0.0034118423948932422,0.00550297160466652,0.12707221828794624,0.2653122600630878,0.11356254467738339,0.04199427064416573,0.10745492018688653,0.07756089463508038,0.18179398103162367,0.06741573033707865,0.06741573033707865,0.02247191011235955,0.0,0.033707865168539325,0.02247191011235955,0.0,0.5659156080886013,0.4565007380290404,0.24561990216882898,0.04630139293207625,0.12339622612348634,0.13072886560680505,0.04400617201676533,50.5491447,70.885437,52.4093399,25.3360844,43.6634026,38.8243141,81.8029556,-52.4927902,-63.4961433,-24.4353123,-19.31917,-27.9644909,-24.2746124,-84.7093735,250410-250516
2025-08-11,0,9578,47.041135936521194,55.20703695969931,48.896742534975985,42.31196491960743,47.135518897473375,44.53789935268323,57.887032783462104,0.00448945500104406,0.003758613489246189,0.0018793067446230946,0.0009396533723115473,0.0034453956984756735,0.0045938609313008975,0.0049070787220714136,0.34774077882531756,0.39708099315893924,0.16984442038253192,0.07190634108236163,0.08212164602493631,0.10408288289440511,0.11219365068610143,0.056179775280898875,0.06741573033707865,0.011235955056179775,0.0,0.011235955056179775,0.033707865168539325,0.0,0.383433242046483,0.35536309703790014,0.1267776810738338,0.013485052438693045,0.10879452831971605,0.11752888482906142,0.018029061386138436,49.7222824,71.0695,52.7521973,25.3723259,43.4831543,37.5148773,81.1525345,-51.9787445,-62.8285522,-26.1476879,-19.2829304,-28.1485558,-23.9045773,-86.4079132,250410-250516
2025-08-12,0,9754,46.489440229649375,55.01773631330736,47.90773016198483,41.11349190075866,46.09298749231085,43.89419725240927,57.70258355546442,0.004100881689563256,0.0036907935206069303,0.0013327865491080582,0.0011277424646298955,0.003280705351650605,0.004305925774041419,0.006663932745540291,0.11913085306286451,0.42804852624956186,0.10193208286605095,0.16618115205939574,0.1461848046460708,0.09105784734219388,0.1265213018696321,0.06741573033707865,0.033707865168539325,0.0,0.0,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.3679670090777978,0.14345562482400628,0.03544372409183606,0.043022102479529506,0.09610320242700178,0.14589862599614717,0.21618019309494396,49.9511681,70.9774704,52.6711349,25.5373173,44.0773087,39.2468033,81.338974,-50.6588173,-63.5228462,-26.2654686,-18.823246,-28.3545551,-23.4744568,-80.4086456,250410-250516
2025-08-13,0,9628,45.278458662235145,53.69931449937682,47.132218529289574,40.32561279601163,45.258828417116746,42.75051931865393,56.03084752804321,0.0028043207312006646,0.003739094308267553,0.0013502285002077274,0.0014540922309929372,0.002596593269630245,0.004050685500623183,0.005816368923971749,0.1095162033308999,0.18886269506501663,0.09424036071904866,0.036043576239147515,0.11356628444551939,0.07231475128488343,0.1313494971184831,0.056179775280898875,0.02247191011235955,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.033707865168539325,0.011235955056179775,0.2947545792164747,0.23493807756660667,0.08574277232423176,0.07358395182470767,0.09384774589311169,0.19124703780414357,0.0723880219025269,50.9864159,69.8177643,52.7445679,25.1911221,44.0487,39.71698,80.5564651,-52.415062,-63.7374268,-25.7924309,-19.3830681,-28.7160091,-24.4901505,-84.8657761,250410-250516
2025-08-14,0,10392,45.83487297921478,54.52473056197075,47.40560046189376,40.44601616628176,45.475365665896845,43.30715935334873,57.11816782140108,0.004522709776751347,0.004522709776751347,0.001924557351809084,0.0012509622786759046,0.0023094688221709007,0.003464203233256351,0.006062355658198615,0.11555494164612984,0.1428422259607857,0.10418238514483014,0.04968891250459598,0.0795186805582143,0.09841404235415717,0.11755014535503992,0.06741573033707865,0.06741573033707865,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.0,0.5557228080305693,0.4084308854769692,0.12079503445524609,0.05910568471142825,0.07965214259133982,0.08694077084876485,0.06468086302409773,50.4103775,69.8740387,52.6763802,25.290308,44.7162933,39.6034889,81.4124146,-52.6406174,-63.6287079,-26.1524563,-18.8633,-28.3068714,-23.6480293,-84.3150177,250410-250516
2025-08-15,0,9108,45.87714097496706,54.289086517347386,47.1501976284585,40.565436978480456,45.44806763285024,43.19718928414581,57.03974527887571,0.003732981993851559,0.003952569169960474,0.002086078173034695,0.0010979358805445762,0.002635046113306983,0.00461133069828722,0.006258234519104084,0.3358503250905945,0.13774585566208938,0.19498061628614008,0.06301952946565982,0.18175945332550278,0.27198404265038967,0.20607496462396552,0.0449438202247191,0.033707865168539325,0.0,0.0,0.0,0.0449438202247191,0.0,0.34976375378971236,0.20034024562708735,0.04720969838229546,0.06940648467129588,0.08974283949284444,0.22551945019737044,0.018648724693913266,50.557251,70.2588577,52.2419624,23.2217255,42.9681549,39.5558,80.8654633,-52.1570854,-62.8867264,-25.5540066,-19.1513176,-28.0026398,-24.1773357,-79.0281601,250410-250516
2025-08-17,0,439,34.933940774487475,37.605922551252846,36.48519362186788,33.95444191343964,36.90432801822323,33.72665148063781,37.46924829157175,0.002277904328018223,0.011389521640091117,0.0,0.004555808656036446,0.00683371298405467,0.004555808656036446,0.01366742596810934,0.13249678974471277,0.5099661028482014,0.022314859312837037,0.045567433565545164,0.10100505854651953,0.05126466254687067,0.1906186887052727,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.024478390666666676,0.5011458758028611,0.0,0.0,0.0,0.11893739007218741,0.7458634155712857,42.9805527,65.7182693,49.8453064,20.1698742,37.0771294,31.9738598,69.1349182,-42.5642624,-51.8905296,-19.9128513,-18.7889118,-16.3874855,-24.1515865,-77.0339584,250410-250516
2025-08-18,0,18024,47.172103861517975,55.78800488237905,49.15568131380382,42.22997114957834,47.235241899689306,44.697015090989794,58.82967154904572,0.004826897470039946,0.006713271193963604,0.0016644474034620505,0.0016644474034620505,0.00393919218819352,0.004715934309809143,0.0063249001331557924,0.16466160848282949,0.35300115350549977,0.07738393693732731,0.06266683077245064,0.10082144827976776,0.09521861736589389,0.14711103447750115,0.06741573033707865,0.12359550561797752,0.0,0.0,0.02247191011235955,0.033707865168539325,0.02247191011235955,0.6009265599884155,0.44059486746965426,0.09093908476890852,0.037362120837604415,0.14214386870934015,0.21531425089397488,0.1550487737153234,50.6669235,70.2674408,52.5700378,25.2922153,43.2208862,38.7146339,81.6141281,-52.4532127,-63.1637764,-26.6040325,-18.9910965,-27.9473248,-23.4754105,-85.2463,250410-250516
2025-08-19,0,9962,45.283376831961455,53.67225456735595,46.77865890383457,40.06394298333668,44.93716121260791,42.709295322224456,56.33416984541257,0.003814495081308974,0.004617546677374022,0.001907247540654487,0.002007628990162618,0.0032122063842601888,0.0043164023288496285,0.005320216823930937,0.3686401392389467,0.5086269634993896,0.17710262183719144,0.06598545482024339,0.25581068088452497,0.11038272477143309,0.5737844339929037,0.033707865168539325,0.0449438202247191,0.0,0.0,0.033707865168539325,0.02247191011235955,0.0,0.43924590065031255,0.23457467715511157,0.07672549915267511,0.05858989718976045,0.1450610031467638,0.13963413362755686,0.042925123935801446,50.1090126,70.8377533,52.5395203,25.7404556,43.571846,39.9411,82.8458328,-52.1680527,-62.7193527,-24.9488811,-18.858532,-29.0297775,-23.6451683,-84.7584839,250410-250516
2025-08-20,0,9789,46.96353049341097,55.844723669424866,48.59709878434978,41.45019920318725,46.593931964449894,44.25559301256512,58.92256614567371,0.00398406374501992,0.006435795280416794,0.001940954132189192,0.0016344876902645827,0.003677597303095311,0.003677597303095311,0.006231484319133722,0.3623329308459037,0.28073121173232907,0.17919491489245754,0.053979010180198496,0.07287412750292191,0.0666486853630528,0.14014679666355082,0.06741573033707865,0.033707865168539325,0.011235955056179775,0.0,0.02247191011235955,0.02247191011235955,0.011235955056179775,0.4931662933604048,0.18045055618844622,0.13748886194036666,0.07844305610371753,0.15376094969686696,0.16308820465934304,0.10471026142909318,50.3660316,70.0724,52.4603653,25.3599281,43.090229,38.4647675,82.5468445,-52.9109879,-63.4346313,-26.1152592,-19.0321064,-28.2677689,-23.9160213,-80.8621292,250410-250516
2025-08-21,0,15587,45.87592224289472,54.22987104638481,47.30589593892346,40.511836787066144,45.50003207801373,43.254057868736766,56.82151793160968,0.005453262333996279,0.005260794251619939,0.002887021235645089,0.0014114326040931546,0.0024379290434336305,0.004426765894655803,0.005902354526207737,0.18617310531899664,0.520270518280604,0.11895199066989597,0.1238117151560964,0.23890854418497584,0.08909238130733496,0.1515917533644581,0.07865168539325842,0.07865168539325842,0.02247191011235955,0.0,0.056179775280898875,0.07865168539325842,0.02247191011235955,0.73823837759749,0.46762781269487913,0.1719312105705479,0.06126113799526219,0.1740097157454085,0.35023572734561365,0.12824589047132465,49.7547073,70.8329849,52.4799156,24.9574642,42.7602463,39.1523857,81.1487122,-52.5438118,-63.3993454,-25.9641,-18.9176598,-28.2773075,-23.9103,-84.2501602,250410-250516
2025-08-22,0,8083,46.500556723988616,55.28071260670543,48.08882840529506,41.06111592230607,46.200915501670174,43.89991339849066,58.59185945812199,0.005072374118520352,0.006062105653841396,0.0018557466287269578,0.0027217617221328714,0.004330075467029568,0.003587776815538785,0.006185822095756526,0.15181786204100414,0.45033947700981847,0.08529691534664842,0.11880670048630688,0.22984987310116428,0.08705643270841934,0.41441239540505714,0.06741573033707865,0.056179775280898875,0.0,0.0,0.033707865168539325,0.02247191011235955,0.011235955056179775,0.5548073745267413,0.36354887873708625,0.05154514843514699,0.03886957283335274,0.11444905945745075,0.1408943861884744,0.09639633923394662,50.8891411,70.5263672,52.4255524,25.2664661,42.4827194,38.8910713,81.3456573,-52.7245407,-63.5881767,-26.0856953,-19.0588093,-28.0007324,-23.7338638,-86.5323715,250410-250516
2025-08-23,0,105,32.371428571428574,33.838095238095235,33.10476190476191,32.076190476190476,33.99047619047619,31.2,32.733333333333334,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.0,0.009523809523809525,0.0,0.02857142857142857,0.06102219531269928,0.24689185067100353,0.22607527466390745,0.007471888532662816,0.06202704238127477,0.0055289753533398255,0.8209851865804607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05912971000000011,0.0,0.0,2.581199699999999,35.3981323,67.12117,44.8612556,18.5008926,25.6965847,25.5067978,87.0736,-46.3061142,-41.387867,-24.162077,-10.2589874,-10.703413,-15.5606251,-80.8606949,250410-250516
2025-08-25,0,4180,45.17200956937799,53.29306220095694,46.59665071770335,39.94210526315789,44.936602870813395,42.689473684210526,56.677751196172245,0.0033492822966507177,0.0028708133971291866,0.0014354066985645933,0.0011961722488038277,0.003110047846889952,0.004066985645933014,0.007416267942583732,0.1902622874463564,0.11743868997971879,0.08619023682805382,0.05633637751532825,0.15006908431566143,0.12660883421051525,0.2752394006639261,0.036585365853658534,0.04878048780487805,0.024390243902439025,0.0,0.012195121951219513,0.024390243902439025,0.0,0.4421907937634741,0.28801910467021063,0.17462927696481742,0.05946554373400019,0.1218989005486473,0.2752939727142653,0.07504144024942862,44.6142464,69.9865723,51.7775116,25.0738182,44.8641167,35.5874405,81.6975708,-52.9419823,-63.0846214,-26.2258911,-18.6038933,-27.8958263,-23.9827805,-79.3133163,250410-250516
2025-08-26,0,7579,44.902889563266925,53.100145137880986,46.26085235519198,39.79205699960417,44.607731890750756,42.33368518274179,56.41628183137617,0.003034701147908695,0.00567357171130756,0.0015833223380393193,0.0022430399788890354,0.002506927035228922,0.003430531732418525,0.006333289352157277,0.2686391150103206,0.18020359985395712,0.09945450383959861,0.14071195149149163,0.14896333039625118,0.05990887349426285,0.36091028701441913,0.0449438202247191,0.07865168539325842,0.0,0.0,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.4346786780284992,0.33322663325816,0.02749084474159164,0.04720756602993777,0.10452404954573417,0.2202422477946633,0.11117880327064251,50.7227173,70.0762177,52.3516426,25.3503914,43.1817818,39.9878311,81.9832077,-52.1618538,-63.0283546,-26.0341969,-18.7202435,-27.8853359,-23.6556587,-83.2587814,250410-250516
2025-08-27,0,7504,42.808901918976545,51.12420042643923,44.23947228144989,37.64099147121535,42.50173240938166,40.299973347547976,54.203091684434966,0.00226545842217484,0.003331556503198294,0.001732409381663113,0.001199360341151386,0.0025319829424307037,0.003464818763326226,0.006263326226012793,0.0859238418674821,0.479371263920887,0.1886037921034358,0.03934883659193483,0.08859704673865493,0.11908521288179937,0.683025186018489,0.06818181818181818,0.056818181818181816,0.011363636363636364,0.0,0.022727272727272728,0.03409090909090909,0.011363636363636364,0.3489384985196051,0.44962556100164136,0.23483533486138358,0.03484932568292131,0.11083471106376003,0.1618693332688826,0.13641620454191178,51.0050125,70.8353729,52.0669632,24.4167156,45.0148,39.4404068,82.437645,-52.5566864,-63.9214935,-25.4986916,-19.1665783,-28.3574162,-24.3652153,-81.4920502,250410-250516
2025-08-28,0,7294,44.66054291198245,52.38072388264327,46.21867288182067,39.98834658623526,44.95311214697011,42.12709075952838,55.02824239100631,0.002741979709350151,0.0031532766657526735,0.0010967918837400603,0.0008225939128050452,0.002056484782012613,0.004112969564025226,0.005072662462297779,0.49718609826938254,0.7051510296582864,0.060573943226278425,0.0915821802394149,0.07130440189124126,0.09142813677410493,0.13707304156446803,0.07954545454545454,0.06818181818181818,0.056818181818181816,0.011363636363636364,0.03409090909090909,0.045454545454545456,0.03409090909090909,3.174990189148778,4.482118675358428,0.2776748109062602,0.546992525293348,0.23596124579971733,0.21557588094652003,0.21676420532763413,46.8130074,69.4496384,51.802784,24.7409744,43.2056236,35.8668785,84.3483887,-52.7526741,-60.3942223,-26.1305218,-18.9386425,-28.0512772,-23.8177891,-79.4797363,250410-250516
2025-08-29,0,1023,42.03519061583578,48.38514173998045,43.24535679374389,38.193548387096776,42.588465298142715,39.80351906158358,50.26392961876833,0.0009775171065493646,0.005865102639296188,0.0019550342130987292,0.0009775171065493646,0.0019550342130987292,0.0009775171065493646,0.010752688172043012,0.06183691019880218,0.47131009163260307,0.24913499511608775,0.05506765647459416,0.0974906631883473,0.05137542490871647,0.1744349944961677,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.13999366096067348,0.012271646651397218,0.09315713701205851,0.06485002364244886,0.014229512007010269,0.12423667258652517,0.5028680982822499,50.2077179,66.0825882,49.0256,21.8636513,40.527626,39.2391739,71.1157532,-48.1119537,-61.4151611,-16.9048691,-14.3885241,-20.8136234,-18.5485783,-67.966629,250410-250516
2025-09-01,0,2723,46.694821887623945,55.0,47.73742196107235,41.15130370914433,45.7440323172971,44.39882482556004,58.26000734484025,0.0033051781123760557,0.003672420124862284,0.001836210062431142,0.0022034520749173708,0.004774146162320969,0.004039662137348513,0.007712082262210797,0.1845556322426531,0.5539666718315654,0.13893727988010776,0.09051734315814212,0.18360764293997173,0.08692479253425055,0.14659385615539233,0.0273972602739726,0.0273972602739726,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0547945205479452,0.10172491159510608,0.1518154026189728,0.1080365417875013,0.049513150620737585,0.15927830606364674,0.15840264953064975,0.2180889577715127,49.8534126,68.1001511,52.4327049,24.9441128,43.7940598,37.6731949,79.9260712,-52.1222763,-58.5974464,-26.4166317,-19.1913738,-28.133297,-24.3003635,-78.2470779,250410-250516
2025-09-02,0,9384,47.31287297527707,56.30520034100597,49.23529411764706,41.964087809036656,47.13032821824382,44.75703324808184,59.49168797953964,0.00479539641943734,0.005434782608695652,0.00159846547314578,0.00159846547314578,0.00319693094629156,0.004688832054560955,0.0058610400682011935,0.3612798019448865,0.30296727823926156,0.14853375135141986,0.15498493780277026,0.1640261492540319,0.11894645892589831,0.12928200879296,0.06741573033707865,0.056179775280898875,0.011235955056179775,0.0,0.0,0.0449438202247191,0.0,0.3865821293468315,0.36276860156272045,0.06514721976456579,0.033346505211578524,0.1133740467501523,0.21303590682966808,0.05612227251474987,45.6952705,70.2402573,52.8494759,25.6365032,43.7616348,38.1920052,81.2660217,-52.5752831,-63.9453354,-26.2521172,-19.1780224,-28.2525101,-23.8540306,-84.6025543,250410-250516
2025-09-03,0,5202,44.93694732795079,52.233564013840834,46.34659746251442,40.39273356401384,45.01941560938101,42.705882352941174,55.295463283352554,0.005382545174932718,0.0032679738562091504,0.0015378700499807767,0.0019223375624759708,0.002691272587466359,0.0044213763936947325,0.006535947712418301,0.12914993127110194,0.1494107021678285,0.05857729336236326,0.054498313983558276,0.09700381626575397,0.07928527110533062,0.13499629165211938,0.08333333333333333,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.023809523809523808,0.45659548817781204,0.213022271362578,0.2161583327563326,0.16746925282843692,0.14459677963645814,0.19955574229901368,0.16552689828815872,50.6559563,69.9284,53.1074524,25.1672802,44.6457176,38.2673492,81.6723,-52.2014313,-62.9277344,-23.5202351,-18.3730965,-27.7298813,-22.8736229,-85.5824814,250410-250516
2025-09-04,0,8038,46.9692709629261,55.80679273451107,48.8204777307788,41.69358049265986,46.873227170938044,44.54316994277183,58.85867131127146,0.005100771336153272,0.00584722567802936,0.0009952724558347848,0.001492908683752177,0.004478726051256532,0.003607862652401095,0.006220452848967405,0.2649088821450991,0.4298552251686917,0.07269558825571322,0.06698626595196482,0.25730300173746584,0.06393165547906814,0.6455964041637123,0.06818181818181818,0.03409090909090909,0.011363636363636364,0.0,0.011363636363636364,0.022727272727272728,0.022727272727272728,0.5058235253213283,0.5705456184141837,0.06973999923504243,0.03534294754103282,0.06839815602272477,0.1313379839770244,0.1914554503383238,50.0904083,70.5726242,52.4369965,25.1453438,43.6138115,39.2687378,82.3341751,-52.397419,-62.8962631,-26.5668392,-19.2171249,-28.7265,-23.7472153,-80.7376709,250410-250516
2025-09-05,0,9401,45.66248271460483,54.09307520476545,47.38261887033294,40.54036804595256,45.540048930964794,43.19242633762366,56.90532922029571,0.004467609828741623,0.0051058398042761405,0.0010637166258908627,0.001170088288479949,0.002340176576959898,0.004148494840974365,0.006382299755345176,0.13810936832988682,0.35444694606473093,0.09127220138712128,0.05888906140403241,0.08119933944288969,0.06949958422895114,0.4001254648949606,0.06818181818181818,0.056818181818181816,0.011363636363636364,0.0,0.0,0.022727272727272728,0.022727272727272728,0.4253236540764958,0.288326696936581,0.11917083504180792,0.043329152187637617,0.06253341954585277,0.1190473587667134,0.15774493173030218,50.5276871,70.5807266,52.5013733,25.4066582,43.4078102,39.3536186,81.7147369,-52.2991905,-63.7755814,-26.2277985,-19.424078,-28.2601395,-24.1801968,-80.5345306,250410-250516
