robot,shop,reference,number,type,tech,mark,remark
UB41_020RB_100,MRA1BS,20230626-20230811,301314.0,KR600_R2830_Fortec,抓手+涂胶,0,温度相关可能，观察
UB41_020RB_200,MRA1,250410-250516,546892.0,KR420_R3330_Fortec,抓手+点焊,0,
UB41_030RB_100,MRA1,250410-250516,465726.0,KR420_R3330_Fortec,抓手+涂胶,0,
UB41_040RB_100,MRA1,250410-250516,552132.0,KR360_R2830_Fortec,抓手+涂胶,0,25年1月12号换齿轮箱
UB41_050RB_100,MRA1,250410-250516,408795.0,KR240_R2900_ultra,点焊,0,
UB41_050RB_200,MRA1,250410-250516,398286.0,KR240_R2900_ultra,点焊,0,
UB41_060RB_100,MRA1,250410-250516,353576.0,KR420_R3330_Fortec,抓手+涂胶,0,温度相关
UB41_070RB_100,MRA1,250410-250516,210665.0,KR420_R3330_Fortec,抓手,0,
UB41_070RB_200,MRA1,250410-250516,330899.0,KR240_R2900_ultra,点焊,0,
UB41_070RB_300,MRA1,250410-250516,281901.0,KR240_R2900_ultra,点焊,0,
UB41_080RB_100,MRA1,250410-250516,133079.0,KR600_R2830_Fortec,抓手,0,25.1
UB41_080RB_200,MRA1,250410-250516,413717.0,KR210_R3100_ultra,点焊,0,
UB41_080RB_300,MRA1,250410-250516,427203.0,KR210_R3100_ultra,点焊,0,
UB41_080RB_400,MRA1,250410-250516,342555.0,KR210_R3100_ultra,点焊,0,
UB41_080RB_500,MRA1,250410-250516,433369.0,KR210_R3100_ultra,点焊,0,
UB41_090RB_100,MRA1,250410-250516,321204.0,KR600_R2830_Fortec,抓手,0,250407 检查轴承损坏，齿条损伤，齿轮齿条间隙大，修复后继续观察
UB41_110RB_100,MRA1,250410-250516,359442.0,KR240_R2900_ultra,抓手+涂胶,0,
UB41_110RB_200,MRA1,250410-250516,370960.0,KR210_R2700_prime,点焊,0,
UB41_110RB_300,MRA1,250410-250516,387064.0,KR210_R2700_prime,点焊,0,
UB41_120RB_100,MRA1,250410-250516,175883.0,KR600_R2830_Fortec,抓手,0,
UB41_120RB_200,MRA1,250410-250516,131676.0,KR600_R2830_Fortec,抓手,0,
UB41_130RB_100,MRA1,250410-250516,,KR240_R2900_ultra,点焊,0,
UB41_130RB_200,MRA1,250410-250516,486650.0,KR240_R2900_ultra,点焊,0,
UB41_130RB_300,MRA1,250410-250516,476801.0,KR210_R2700_prime,点焊,0,
UB41_130RB_400,MRA1,250410-250516,474989.0,KR210_R2700_prime,点焊,0,
UB41_140RB_100,MRA1,250410-250516,446894.0,KR240_R2900_ultra,点焊,0,
UB41_140RB_200,MRA1,250410-250516,463174.0,KR240_R2900_ultra,点焊,0,
UB41_140RB_300,MRA1,250410-250516,440298.0,KR210_R2700_prime,点焊,0,
UB41_140RB_400,MRA1,250410-250516,445301.0,KR210_R2700_prime,点焊,0,
UB42_150RB_100,MRA1,250410-250516,199552.0,KR600_R2830_Fortec,抓手,0,25年1月12号换齿轮箱
UB42_150RB_200,MRA1,250410-250516,439532.0,KR600_R2830_Fortec,抓手,0,
UB42_150RB_300,MRA1,250410-250516,482662.0,KR600_R2830_Fortec,抓手,0,
UB42_160RB_100,MRA1,250410-250516,181700.0,KR210_R2700_prime,螺柱焊,0,
UB42_160RB_200,MRA1,250410-250516,169311.0,KR210_R2700_prime,螺柱焊,0,
UB42_160RB_300,MRA1,250410-250516,179567.0,KR210_R2700_prime,螺柱焊,0,
UB42_170RB_100,MRA1,250410-250516,216295.0,KR210_R2700_prime,螺柱焊,0,
UB42_170RB_200,MRA1,250410-250516,145497.0,KR210_R2700_prime,螺柱焊,0,
UB42_170RB_300,MRA1,250410-250516,140596.0,KR210_R2700_prime,螺柱焊,0,
UB42_190RB_100,MRA1,250410-250516,201150.0,KR210_R2700_prime,螺柱焊,0,
UB42_190RB_200,MRA1,250410-250516,135035.0,KR210_R2700_prime,螺柱焊,0,
UB42_190RB_300,MRA1,250410-250516,75073.0,KR210_R2700_prime,螺柱焊,0,
UB42_190RB_400,MRA1,250410-250516,151600.0,KR210_R2700_prime,螺柱焊,0,
UB42_200RB_100,MRA1,250410-250516,264229.0,KR210_R2700_prime,螺柱焊,0,
UB42_200RB_200,MRA1,250410-250516,97673.0,KR210_R2700_prime,螺柱焊,0,
UB42_200RB_300,MRA1,250410-250516,208476.0,KR210_R2700_prime,螺柱焊,0,
UB42_200RB_400,MRA1,2025-07-30_2025-09-03,152061.0,KR600_R2830_Fortec,抓手,1,8月需要改参照
UB42_220RB_100,MRA1,250410-250516,176900.0,KR600_R2830_Fortec,抓手,0,7.15 突变
UB42_220RB_200,MRA1,2025-07-30_2025-09-03,235625.0,KR600_R2830_Fortec,抓手,0,换平衡杠
UB42_220RB_300,MRA1,2025-07-30_2025-09-03,232641.0,KR600_R2830_Fortec,抓手,0,7月换齿轮箱
UB42_220RB_400,MRA1,250410-250516,314919.0,KR600_R2830_Fortec,抓手,0,
UB42_230RB_100,MRA1,250410-250516,205583.0,KR210_R2700_prime,螺柱焊,0,
UB42_230RB_200,MRA1,250410-250516,211138.0,KR210_R2700_prime,螺柱焊,0,
UB42_230RB_300,MRA1,250410-250516,63150.0,KR210_R2700_prime,螺柱焊,0,
UB42_230RB_400,MRA1,250410-250516,8.0,KR210_R2700_prime,螺柱焊,0,
UB42_240RB_100,MRA1,250410-250516,310552.0,KR210_R2700_prime,螺柱焊,0,
UB42_240RB_200,MRA1,250410-250516,247419.0,KR210_R2700_prime,螺柱焊,0,
UB42_250RB_100,MRA1,250410-250516,332238.0,KR210_R2700_prime,螺柱焊,0,
UB42_250RB_200,MRA1,250410-250516,284254.0,KR210_R2700_prime,螺柱焊,0,
UB42_250RB_300,MRA1,250410-250516,300227.0,KR210_R2700_prime,螺柱焊,0,25.6.8改
UB43_270RB_100,MRA1,250410-250516,196209.0,KR600_R2830_Fortec,抓手,0,
UB43_270RB_200,MRA1,250410-250516,241323.0,KR600_R2830_Fortec,抓手,0,
UB43_270RB_300,MRA1,2025-07-30_2025-09-03,487929.0,KR600_R2830_Fortec,抓手,0,25.6月改程序
UB43_280RB_100,MRA1,250410-250516,225673.0,KR210_R2700_prime,螺柱焊,0,
UB43_280RB_200,MRA1,250410-250516,244482.0,KR210_R2700_prime,螺柱焊,0,
UB43_280RB_300,MRA1,250410-250516,279982.0,KR210_R2700_prime,螺柱焊,0,
UB43_280RB_400,MRA1,250410-250516,287251.0,KR210_R2700_prime,螺柱焊,0,
UB43_290RB_100,MRA1,250410-250516,185639.0,KR210_R2700_prime,螺柱焊,0,
UB43_290RB_200,MRA1,250410-250516,207078.0,KR210_R2700_prime,螺柱焊,0,
UB43_290RB_300,MRA1,250410-250516,194711.0,KR210_R2700_prime,螺柱焊,0,
UB43_290RB_400,MRA1,250410-250516,280831.0,KR210_R2700_prime,螺柱焊,0,
UB43_300RB_100,MRA1,250410-250516,201606.0,KR210_R2700_prime,螺柱焊,0,
UB43_300RB_200,MRA1,250410-250516,259570.0,KR210_R2700_prime,螺柱焊,0,
UB43_300RB_300,MRA1,250410-250516,188091.0,KR210_R2700_prime,螺柱焊,0,
UB43_300RB_400,MRA1,250410-250516,227848.0,KR210_R2700_prime,螺柱焊,0,
UB43_310RB_100,MRA1,250410-250516,153872.0,KR210_R2700_prime,螺柱焊,0,
UB43_310RB_200,MRA1,250410-250516,181182.0,KR210_R2700_prime,螺柱焊,0,
UB43_310RB_300,MRA1,250410-250516,124204.0,KR210_R2700_prime,螺柱焊,0,
UB43_310RB_400,MRA1,250410-250516,187139.0,KR210_R2700_prime,螺柱焊,0,
UB43_330RB_100,MRA1,250410-250516,139939.0,KR600_R2830_Fortec,抓手,0,
UB43_335RB_100,MRA1,250410-250516,136545.0,KR600_R2830_Fortec,抓手,0,
UB43_335RB_200,MRA1,250410-250516,241770.0,KR210_R2700_prime,抓手+涂胶,0,
UB43_335RB_300,MRA1,250410-250516,285089.0,KR210_R2700_prime,点焊,0,
UB43_335RB_400,MRA1,250410-250516,272904.0,KR210_R2700_prime,点焊,0,
UB43_335RB_500,MRA1,250410-250516,101013.0,KR210_R2700_prime,点焊,0,
UB43_340RB_100,MRA1,250410-250516,1183501.0,KR600_R2830_Fortec,抓手,0,
UB43_350RB_100,MRA1,250410-250516,521626.0,KR180_R2900_prime,测量,0,
UB43_350RB_200,MRA1,250410-250516,516387.0,KR180_R2900_prime,测量,0,
UB43_350RB_300,MRA1,250410-250516,517860.0,KR180_R2900_prime,测量,0,
UB43_350RB_400,MRA1,250410-250516,516711.0,KR180_R2900_prime,测量,0,
UB43_360RB_100,MRA1,2025-07-30_2025-09-03,253644.0,KR600_R2830_Fortec,抓手,0,25年1月12号换齿轮箱，改程序
UB43_390RB_100,MRA1,250410-250516,488304.0,KR180_R2900_prime,测量,0,
HC41_010RB_100,MRA1,250410-250516,1051216.0,KR210_R3100_ultra,抓手+打标,0,
HC41_020RB_100,MRA1,2025-07-30_2025-09-03,700092.0,KR420_R3330_Fortec,抓手,0,7月换齿轮箱
HC41_030RB_100,MRA1,250410-250516,355884.0,KR180_R2900_prime,涂胶,0,
HC41_040RB_300,MRA1,250410-250516,291498.0,KR280_R3080_Fortec,TOX,0,
HC41_040RB_400,MRA1,250410-250516,298823.0,KR280_R3080_Fortec,TOX,0,温度可能，观察
HC41_060RB_100,MRA1,250410-250516,1067664.0,KR240_R2900_ultra,抓手+TOX,0,
HC41_070RB_100,MRA1,250410-250516,354041.0,KR240_R2900_ultra,TOX,0,
HC41_080RB_100,MRA1,250410-250516,465099.0,KR210_R2700_prime,抓手+涂胶,0,
HC41_100RB_100,MRA1,250410-250516,563667.0,KR600_R2830_Fortec,抓手,0,
HC41_100RB_200,MRA1,250410-250516,144756.0,KR210_R2700_prime,TOX,0,
HC41_110RB_100,MRA1,250410-250516,329415.0,KR280_R3080_Fortec,抓手,0,
HC41_130RB_100,MRA1,250410-250516,505314.0,KR280_R3080_Fortec,抓手+TOX,0,
HC41_150RB_100,MRA1,250410-250516,562492.0,KR210_R3100_ultra,抓手,0,
HC41_160RB_100,MRA1,250410-250516,898654.0,KR280_R3080_Fortec,抓手+TOX,0,温度可能，观察
HC41_180RB_100,MRA1,250410-250516,1107996.0,KR280_R3080_Fortec,抓手+TOX,0,
HC42_210RB_100,MRA1,250410-250516,1137500.0,KR210_R3100_ultra,抓手+涂胶,0,
HC42_220RB_100,MRA1,250410-250516,329827.0,KR240_R2900_ultra,点焊,0,
HC42_220RB_200,MRA1,250410-250516,318898.0,KR210_R2700_prime,点焊,0,
HC42_240RB_100,MRA1,250410-250516,464760.0,KR240_R2900_ultra,TOX,0,
HC42_240RB_200,MRA1,250410-250516,369679.0,KR240_R2900_ultra,TOX,0,
HC42_250RB_100,MRA1,250410-250516,450619.0,KR240_R2900_ultra,抓手+TOX+点焊,0,
HC42_280RB_100,MRA1,250410-250516,534026.0,KR240_R2900_ultra,Impact,0,
HC42_280RB_200,MRA1,250410-250516,467614.0,KR240_R2900_ultra,Impact,0,
HC41_040RB_100,MRA1,250410-250516,590224.0,KR600_R2830_Fortec,点焊,0,
HC41_040RB_200,MRA1,250410-250516,594768.0,KR600_R2830_Fortec,点焊,0,
HC41_050RB_100,MRA1,250410-250516,582156.0,KR280_R3080_Fortec,点焊,0,
HC41_100RB_300,MRA1,250410-250516,579065.0,KR600_R2830_Fortec,点焊,0,
HC41_100RB_400,MRA1,250410-250516,436844.0,KR240_R2900_ultra,点焊,0,
HC41_150RB_200,MRA1,250410-250516,306420.0,KR240_R2900_ultra,点焊,0,
HC41_150RB_300,MRA1,250410-250516,242032.0,KR210_R2700_prime,点焊,0,
HC41_170RB_100,MRA1,250410-250516,491772.0,KR210_R2700_prime,点焊,0,
HC41_170RB_200,MRA1,250410-250516,474956.0,KR240_R2900_ultra,点焊,0,
HC42_190RB_100,MRA1,250410-250516,1101760.0,KR240_R2900_ultra,点焊,0,
HC42_200RB_100,MRA1,250410-250516,,,点焊,0,
HC42_200RB_200,MRA1,250410-250516,,,点焊,0,
HC42_230RB_100,MRA1,250410-250516,1113390.0,KR240_R2900_ultra,点焊,0,
HC42_270RB_100,MRA1,250410-250516,1014610.0,KR600_R2830_Fortec,抓手,0,
HC42_290RB_100,MRA1,250410-250516,1074813.0,KR210_R3100_ultra,点焊,0,
HC42_310RB_100,MRA1,250410-250516,1085276.0,KR210_R3100_ultra,抓手,0,
HC42_310RB_200,MRA1,250410-250516,356737.0,KR210_R2700_prime,点焊,0,
HC42_310RB_300,MRA1,250410-250516,305772.0,KR210_R2700_prime,点焊,0,
HC42_330RB_100,MRA1,250410-250516,1039823.0,KR360_R2830_Fortec,点焊,0,
HC42_350RB_100,MRA1,250410-250516,451180.0,KR240_R2900_ultra,点焊,0,
HC42_360RB_100,MRA1,2025-07-30_2025-09-03,234017.0,KR360_R2830_Fortec,抓手,0,检查发现齿轮箱螺栓切断，更换齿轮箱.后又升高，调整间隙后好转；8月做参照
HC42_370RB_100,MRA1,250410-250516,263587.0,KR180_R2900_prime,测量,0,
HC42_370RB_200,MRA1,250410-250516,212097.0,KR180_R2900_prime,测量,0,
VB41_010RB_100,MRA1,2025-07-30_2025-09-03,344929.0,KR280_R3080_Fortec,抓手,0,7.1换平衡缸
VB41_020RB_100,MRA1,250410-250516,298418.0,KR210_R3100_ultra,抓手,0,
VB41_030RB_100,MRA1,250410-250516,525221.0,KR600_R2830_Fortec,抓手+涂胶,0,
VB41_160RB_100,MRA1,250410-250516,544633.0,KR420_R3330_Fortec,抓手+TOX+换枪盘,0,
VB41_160RB_200,MRA1,250410-250516,636055.0,KR360_R2830_Fortec,抓手+涂胶+焊枪,0,
VB41_160RB_300,MRA1,250410-250516,629053.0,KR360_R2830_Fortec,抓手+涂胶+焊枪,0,
VB41_160RB_400,MRA1,250410-250516,331678.0,KR210_R2700_prime,TOX,0,
VB41_190RB_100,MRA1,250410-250516,1225773.0,KR240_R2900_ultra,TOX+抓手,0,
VB41_210RB_100,MRA1,250410-250516,1146415.0,KR420_R3330_Fortec,抓手+螺柱焊,0,
VB41_040RB_100,MRA1,250410-250516,261363.0,KR210_R2700_prime,点焊,0,11.4号多轴突变
VB41_040RB_200,MRA1,250410-250516,244614.0,KR210_R2700_prime,点焊,0,
VB41_060RB_100,MRA1,250410-250516,563131.0,KR360_R2830_Fortec,点焊+抓手,0,
VB41_060RB_200,MRA1,250410-250516,552225.0,KR600_R2830_Fortec,点焊+抓手,0,2025.3.8突变，更换了平衡缸
VB41_070RB_100,MRA1,250410-250516,468936.0,KR240_R2900_ultra,点焊+抓手,0,
VB41_090RB_100,MRA1,250410-250516,338871.0,KR240_R2900_ultra,点焊+抓手+涂胶,0,
VB41_100RB_100,MRA1,250410-250516,446709.0,KR210_R3100_ultra,抓手,0,
VB41_110RB_100,MRA1,250410-250516,503696.0,KR210_R3100_ultra,抓手+涂胶,0,
VB41_120RB_100,MRA1,250410-250516,382776.0,KR210_R3100_ultra,点焊,0,
VB41_120RB_200,MRA1,250410-250516,382275.0,KR210_R3100_ultra,点焊,0,
VB41_130RB_100,MRA1,250410-250516,588061.0,KR280_R3080_Fortec,点焊,0,
VB41_140RB_100,MRA1,250410-250516,411557.0,KR210_R2700_prime,点焊,0,
VB41_140RB_200,MRA1,250410-250516,403613.0,KR210_R2700_prime,点焊,0,
VB41_170RB_100,MRA1,250410-250516,493268.0,KR280_R3080_Fortec,点焊,0,
VB41_200RB_100,MRA1,250410-250516,491403.0,KR210_R2700_prime,点焊,0,
VB41_200RB_200,MRA1,250410-250516,503228.0,KR210_R2700_prime,点焊,0,
VB41_220RB_100,MRA1,250410-250516,490721.0,KR180_R2900_prime,测量,0,
VB41_220RB_200,MRA1,250410-250516,511922.0,KR180_R2900_prime,测量,0,
VB41_230RB_100,MRA1,250410-250516,184308.0,KR240_R2900_ultra,抓手,0,突变继续观察
SA41_010RB_100,MRA1,250410-250516,606977.0,KR420_R3330_Fortec,抓手,0,
SA41_010RB_200,MRA1,250410-250516,254696.0,KR210_R3100_ultra,点焊,0,
SA41_010RB_300,MRA1,250410-250516,530611.0,KR240_R2900_ultra,confix,0,
SA41_010RB_400,MRA1,250410-250516,538544.0,KR240_R2900_ultra,confix,0,
SA41_020RB_100,MRA1,250410-250516,439244.0,KR420_R3330_Fortec,抓手,0,
SA41_020RB_200,MRA1,250410-250516,380001.0,KR240_R2900_ultra,点焊,0,
SA41_020RB_300,MRA1,250410-250516,522485.0,KR280_R3080_Fortec,抓手+涂胶+ 点焊,0,
SA41_030RB_100,MRA1,250410-250516,517938.0,KR280_R3080_Fortec,抓手+点焊,0,
SA41_050RB_100,MRA1,250410-250516,438607.0,KR280_R3080_Fortec,抓手,0,
SA41_050RB_200,MRA1,250410-250516,141970.0,KR16_R1610_Cybertech,MIG,0,
SA42_010RB_100,MRA1,250410-250516,608827.0,KR420_R3330_Fortec,抓手,0,
SA42_010RB_200,MRA1,250410-250516,286762.0,KR210_R3100_ultra,点焊,0,
SA42_010RB_300,MRA1,250410-250516,542892.0,KR240_R2900_ultra,confix,0,
SA42_010RB_400,MRA1,250410-250516,481369.0,KR240_R2900_ultra,confix,0,
SA42_020RB_100,MRA1,250410-250516,461687.0,KR420_R3330_Fortec,抓手,0,
SA42_020RB_200,MRA1,250410-250516,405963.0,KR240_R2900_ultra,点焊,0,
SA42_020RB_300,MRA1,250410-250516,550353.0,KR280_R3080_Fortec,抓手+涂胶+ 点焊,0,
SA42_030RB_100,MRA1,250410-250516,482130.0,KR280_R3080_Fortec,抓手+点焊,0,
SA42_050RB_100,MRA1,250410-250516,477012.0,KR280_R3080_Fortec,抓手,0,
SA42_050RB_200,MRA1,250410-250516,64125.0,KR16_R1610_Cybertech,MIG,0,
SG41_010RB_100,MRA1,250410-250516,572668.0,KR420_R3330_Fortec,抓手,0,
SG41_020RB_100,MRA1,250410-250516,626329.0,KR280_R3080_Fortec,抓手+涂胶,0,
SG41_020RB_200,MRA1,250410-250516,642619.0,KR360_R2830_Fortec,抓手+点焊,0,
SG41_020RB_300,MRA1,250410-250516,359540.0,KR240_R2900_ultra,点焊,0,
SG41_020RB_400,MRA1,250410-250516,276495.0,KR240_R2900_ultra,点焊,0,
SG41_020RB_500,MRA1,250410-250516,284099.0,KR240_R2900_ultra,点焊,0,
SG41_020RB_600,MRA1,250410-250516,595223.0,KR280_R3080_Fortec,抓手+涂胶,0,
SG41_030RB_100,MRA1,250410-250516,545121.0,KR240_R2900_ultra,抓手+涂胶,0,
SG41_040RB_100,MRA1,250410-250516,517332.0,KR420_R3330_Fortec,抓手+点焊,0,2025.1.11平衡缸异响更换
SG41_050RB_100,MRA1,250410-250516,383382.0,KR240_R2900_ultra,点焊,0,
SG41_050RB_200,MRA1,250410-250516,537693.0,KR280_R3080_Fortec,抓手+涂胶,0,
SG41_050RB_300,MRA1,250410-250516,305512.0,KR210_R3100_ultra,点焊,0,
SG41_050RB_400,MRA1,250410-250516,360302.0,KR240_R2900_ultra,点焊,0,
SG41_060RB_100,MRA1,250410-250516,278920.0,KR360_R2830_Fortec,抓手,0,
SG41_060RB_200,MRA1,250410-250516,166019.0,KR210_R2700_prime,螺柱焊,0,
SG41_060RB_300,MRA1,250410-250516,194600.0,KR420_R3330_Fortec,抓手,0,
SG41_070RB_100,MRA1,250410-250516,149675.0,KR180_R2900_prime,伯赛,0,
SG41_070RB_200,MRA1,250410-250516,133033.0,KR180_R2900_prime,伯赛,0,
SG42_010RB_100,MRA1,250410-250516,681721.0,KR420_R3330_Fortec,抓手,0,
SG42_020RB_100,MRA1,2025-07-30_2025-09-03,624499.0,KR280_R3080_Fortec,抓手+涂胶,0,查出后检查了齿轮间隙，不合格调整了，继续观察;  8月做参照
SG42_020RB_200,MRA1,250410-250516,529249.0,KR360_R2830_Fortec,抓手+点焊,0,温度相关可能，观察
SG42_020RB_300,MRA1,250410-250516,450337.0,KR240_R2900_ultra,点焊,0,
SG42_020RB_400,MRA1,250410-250516,272207.0,KR240_R2900_ultra,点焊,0,
SG42_020RB_500,MRA1,250410-250516,269829.0,KR240_R2900_ultra,点焊,0,
SG42_020RB_600,MRA1,250410-250516,617894.0,KR280_R3080_Fortec,抓手+涂胶,1,9月底改
SG42_030RB_100,MRA1,250410-250516,533980.0,KR240_R2900_ultra,抓手+涂胶,0,
SG42_040RB_100,MRA1,250410-250516,534373.0,KR420_R3330_Fortec,抓手+点焊,0,
SG42_050RB_100,MRA1,250410-250516,388508.0,KR240_R2900_ultra,点焊,0,
SG42_050RB_200,MRA1,250410-250516,575374.0,KR280_R3080_Fortec,抓手+涂胶+ 点焊,0,
SG42_050RB_300,MRA1,250410-250516,344210.0,KR210_R3100_ultra,点焊,0,
SG42_050RB_400,MRA1,250410-250516,349640.0,KR240_R2900_ultra,点焊,0,
SG42_060RB_100,MRA1,250410-250516,271732.0,KR360_R2830_Fortec,抓手,0,
